1,100,15000,15000,0.0
1,200,18040,18039,5.543237250549282e-05
1,300,19372,19368,0.00020648358455499505
1,400,20183,20178,0.0002477332408462596
1,500,20670,20662,0.00038703434929854286
1,600,21029,21019,0.0004755337866755305
1,700,21369,21352,0.0007955449482895949
1,800,21572,21543,0.001344335249397366
1,900,21743,21696,0.0021616152324885896
1,1000,21859,21804,0.0025161260807905483
1,2000,22524,22267,0.011410051500621576
1,3000,22771,22352,0.018400597250889272
1,4000,22897,22353,0.023758570991832983
1,5000,22986,22343,0.02797354911685379
2,100,25042,23839,0.04803929398610329
2,200,26157,20952,0.19899070994380086
2,300,26504,16937,0.36096438273468157
2,400,26698,14333,0.4631433066147277
2,500,26801,12873,0.5196821014141264
2,600,26878,11936,0.5559193392365503
2,700,26942,11215,0.5837354316680277
2,800,26990,10833,0.5986291218969989
2,900,27010,10541,0.6097371343946687
2,1000,27028,10366,0.6164718070149475
2,2000,27140,9520,0.6492262343404569
2,3000,27176,8910,0.6721371798645863
2,4000,27183,8271,0.6957289482397087
2,5000,27208,7662,0.7183916495148486
3,100,27538,11395,0.586208148739923
3,200,28173,8111,0.712100237816349
3,300,28390,7382,0.7399788657978161
3,400,28505,7150,0.7491668128398526
3,500,28564,7058,0.7529057554964291
3,600,28623,7044,0.7539042029137407
3,700,28645,6927,0.758177692441962
3,800,28692,6931,0.7584344068032901
3,900,28698,6908,0.7592863614189143
3,1000,28725,6872,0.7607658833768495
3,2000,28799,6135,0.7869717698531199
3,3000,28830,5344,0.8146375303503295
3,4000,28826,4615,0.8399014778325123
3,5000,28856,4061,0.859266703631827
4,100,28474,6241,0.7808175879749948
4,200,28973,5701,0.8032305940013116
4,300,29144,5619,0.8071987373044194
4,400,29245,5596,0.8086510514617884
4,500,29288,5583,0.8093758535919148
4,600,29330,5529,0.811489942038868
4,700,29348,5447,0.8143996183726319
4,800,29392,5400,0.816276537833424
4,900,29398,5307,0.8194775154772433
4,1000,29425,5246,0.821716227697536
4,2000,29472,4181,0.8581365363735071
4,3000,29502,3437,0.8834994237678802
4,4000,29492,2832,0.9039739590397395
4,5000,29522,2478,0.916062597385001
5,100,28846,4677,0.8378631352700547
5,200,29213,4520,0.8452743641529457
5,300,29351,4515,0.8461721917481517
5,400,29420,4458,0.8484704282800816
5,500,29447,4369,0.8516317451692872
5,600,29483,4269,0.8552046942305735
5,700,29492,4135,0.8597924860979249
5,800,29523,4043,0.8630559225011009
5,900,29529,3899,0.8679603102035287
5,1000,29544,3807,0.8711413484971567
5,2000,29575,2746,0.9071513102282334
5,3000,29595,2192,0.9259334347018078
5,4000,29587,1730,0.9415283739480177
5,5000,29612,1508,0.9490746994461705
6,100,28858,3618,0.8746274863122878
6,200,29093,3431,0.8820678513731826
6,300,29204,3360,0.8849472674976031
6,400,29248,3235,0.8893941466083151
6,500,29260,3089,0.8944292549555708
6,600,29288,2968,0.8986615678776291
6,700,29293,2815,0.9039019560987267
6,800,29308,2680,0.9085573904735909
6,900,29315,2535,0.9135254988913526
6,1000,29324,2446,0.9165870958941481
6,2000,29337,1614,0.9449841497085592
6,3000,29349,1256,0.9572046747759719
6,4000,29344,965,0.9671142311886587
6,5000,29362,859,0.9707444996934814
7,100,28642,2752,0.9039173242092032
7,200,28787,2511,0.9127731267586063
7,300,28865,2350,0.9185865234713321
7,400,28899,2203,0.9237689885463165
7,500,28900,2037,0.9295155709342561
7,600,28924,1952,0.9325127921449315
7,700,28924,1781,0.938424837505186
7,800,28935,1672,0.9422153101779851
7,900,28940,1551,0.9464063579820318
7,1000,28948,1466,0.9493574685643222
7,2000,28954,936,0.9676728603992539
7,3000,28961,701,0.9757950347018404
7,4000,28960,536,0.9814917127071823
7,5000,28972,500,0.9827419577523125
8,100,28325,2059,0.9273080317740512
8,200,28403,1751,0.938351582579305
8,300,28453,1557,0.945278178048009
8,400,28477,1402,0.9507672858798328
8,500,28470,1243,0.9563400070249385
8,600,28490,1187,0.9583362583362584
8,700,28485,1036,0.9636299806915921
8,800,28495,978,0.9656781891559922
8,900,28499,890,0.9687708340643532
8,1000,28505,800,0.9719347482897738
8,2000,28507,482,0.9830918721717473
8,3000,28510,366,0.9871623991581902
8,4000,28512,260,0.9908810325476992
8,5000,28519,260,0.9908832708019215
9,100,27911,1495,0.9464368886818817
9,200,27953,1162,0.9584302221586234
9,300,27985,980,0.9649812399499732
9,400,27998,851,0.9696049717836989
9,500,27990,737,0.9736691675598428
9,600,28007,708,0.974720605562895
9,700,27999,610,0.9782135076252724
9,800,28007,546,0.9805048737815546
9,900,28010,493,0.982399143163156
9,1000,28014,425,0.9848290140643964
9,2000,28015,240,0.9914331608067107
9,3000,28015,195,0.9930394431554525
9,4000,28020,132,0.995289079229122
9,5000,28023,156,0.9944331442029761
10,100,27433,1072,0.9609229759778369
10,200,27460,769,0.9719956300072833
10,300,27478,615,0.9776184584030861
10,400,27490,540,0.9803564932702801
10,500,27483,450,0.9836262416766729
10,600,27494,432,0.9842874809049247
10,700,27489,388,0.9858852631961875
10,800,27495,326,0.9881432987815967
10,900,27496,300,0.9890893220832121
10,1000,27500,253,0.9908
10,2000,27500,143,0.9948
10,3000,27500,117,0.9957454545454546
10,4000,27505,81,0.9970550808943829
10,5000,27507,103,0.9962554986003562
